ADD_Name,EPA_Name,District,Market,Month_Name,Yr,Commodity,Price,Collection_Date
Machinga,Thondwe,Zomba,Thondwe,February,2024,Maize,,2024-02-29
Blantyre,Mbulumbuzi,Chiradzulu,Chiradzulu,February,2024,Maize,837.62,2024-02-29
Blantyre,Lunzu,Blantyre,Lunzu,February,2024,Maize,,2024-02-29
Blantyre,Mtonda,Blantyre,Limbe,February,2024,Maize,,2024-02-29
Blantyre,Dwale,Thyolo,Bvumbwe,February,2024,Maize,,2024-02-29
Blantyre,Nkhonjeni,Thyolo,Luncheza,February,2024,Maize,,2024-02-29
Blantyre,Mwanza,Mwanza,Mwanza,February,2024,Maize,862.9925,2024-02-29
Blantyre,Neno,Neno,Neno,February,2024,Maize,892.5,2024-02-29
Blantyre,Nkhulambe,Phalombe,Chiringa,February,2024,Maize,,2024-02-29
Blantyre,Naminjiwa,Phalombe,Phalombe,February,2024,Maize,,2024-02-29
Blantyre,Milonde,Mulanje,Muloza,February,2024,Maize,,2024-02-29
Shirevalley,Mitole,Chikwawa,Chikhwawa,February,2024,Maize,806.385,2024-02-29
Shirevalley,Mikalango,Chikwawa,Ngabu,February,2024,Maize,818.8775,2024-02-29
Shirevalley,Mbewe,Chikwawa,Nchalo,February,2024,Maize,796.9825,2024-02-29
Shirevalley,Magoti,Nsanje,Bangula,February,2024,Maize,872.225,2024-02-29
Shirevalley,Zunde,Nsanje,Nsanje,February,2024,Maize,892.88,2024-02-29
Karonga,Misuku,Chitipa,Misuku,March,2024,Maize,417.5275,2024-03-31
Karonga,Kavukuku,Chitipa,Nthalire,March,2024,Maize,,2024-03-31
Karonga,Lufita,Chitipa,Chitipa,March,2024,Maize,639.3325,2024-03-31
Karonga,Mpata,Karonga,Karonga,March,2024,Maize,504.19,2024-03-31
Karonga,Vinthukutu,Karonga,Chilumba,March,2024,Maize,697.0775,2024-03-31
Mzuzu,Bolero,Rumphi,Rumphi,March,2024,Maize,821.715,2024-03-31
Mzuzu,Katowo,Rumphi,Hewe,March,2024,Maize,,2024-03-31
Mzuzu,Emsizini,Mzimba,Mzuzu,March,2024,Maize,,2024-03-31
Mzuzu,Kazomba,Mzimba,Mzimba,March,2024,Maize,564.8175,2024-03-31
Mzuzu,Mbawa,Mzimba,Embangweni,March,2024,Maize,,2024-03-31
Mzuzu,Champhira,Mzimba,Jenda,March,2024,Maize,,2024-03-31
Mzuzu,Mpamba,Nkhata,Mpamba,March,2024,Maize,,2024-03-31
Mzuzu,Nkhata Bay,Nkhata,Nkhata Bay,March,2024,Maize,722.315,2024-03-31
Mzuzu,Chintheche,Nkhata,Chintheche,March,2024,Maize,777.805,2024-03-31
Salima,Nkhunga,Nkhotakota,Dwangwa,March,2024,Maize,700.145,2024-03-31
Salima,Linga,Nkhotakota,Nkhotakota,March,2024,Maize,,2024-03-31
Salima,Mwansambo,Nkhotakota,Mwansambo,March,2024,Maize,,2024-03-31
Salima,Tembwe,Salima,Salima,March,2024,Maize,800.0,2024-03-31
Kasungu,Chikwatula,Ntchisi,Ntchisi,March,2024,Maize,,2024-03-31
Kasungu,Malomo,Ntchisi,Malomo,March,2024,Maize,,2024-03-31
Kasungu,Nachisaka,Dowa,Dowa,March,2024,Maize,650.0,2024-03-31
Kasungu,Mponela,Dowa,Mponela,March,2024,Maize,625.0,2024-03-31
Kasungu,Madisi,Dowa,Madisi,March,2024,Maize,,2024-03-31
Kasungu,Bowe,Dowa,Bowe,March,2024,Maize,,2024-03-31
Kasungu,Nambuma,Dowa,Nambuma,March,2024,Maize,750.0,2024-03-31
Kasungu,Santhe,Kasungu,Santhe,March,2024,Maize,722.5,2024-03-31
Kasungu,Chipala,Kasungu,Kasungu,March,2024,Maize,780.0,2024-03-31
Kasungu,Chamama,Kasungu,Chamama,March,2024,Maize,707.5,2024-03-31
Kasungu,Kaluluma,Kasungu,Nkhamenya,March,2024,Maize,625.0,2024-03-31
Kasungu,Kaluluma,Kasungu,Chatoloma,March,2024,Maize,631.4225,2024-03-31
Kasungu,Mkanda,Mchinji,Mkanda,March,2024,Maize,,2024-03-31
Kasungu,Zulu,Mchinji,Mchinji,March,2024,Maize,733.335,2024-03-31
Lilongwe,Chilaza,Lilongwe,Msundwe,March,2024,Maize,,2024-03-31
Lilongwe,Demera,Lilongwe,Kasiya,March,2024,Maize,,2024-03-31
Lilongwe,Chitsime,Lilongwe,Lilongwe,March,2024,Maize,737.5,2024-03-31
Lilongwe,Mitundu,Lilongwe,Mitundu,March,2024,Maize,608.05,2024-03-31
Lilongwe,Chitsime,Lilongwe,Nanjiri,March,2024,Maize,730.2825,2024-03-31
Lilongwe,Chitekwere,Lilongwe,Nkhoma,March,2024,Maize,,2024-03-31
Lilongwe,Lobi,Dedza,Thete,March,2024,Maize,687.5,2024-03-31
Lilongwe,Mtakataka,Dedza,Mtakataka,March,2024,Maize,,2024-03-31
Lilongwe,Linthipe,Dedza,Chimbiya,March,2024,Maize,750.3825,2024-03-31
Lilongwe,Bembeke,Dedza,Bembeke Turn off,March,2024,Maize,612.5,2024-03-31
Lilongwe,Njolomole,Ntcheu,Lizulu,March,2024,Maize,,2024-03-31
Lilongwe,Sharpevale,Ntcheu,Sharpevaley,March,2024,Maize,,2024-03-31
Lilongwe,Tsangano,Ntcheu,Tsangano Turn off,March,2024,Maize,,2024-03-31
Lilongwe,Nsipe,Ntcheu,Ntcheu,March,2024,Maize,777.805,2024-03-31
Lilongwe,Manjawira,Ntcheu,Ntonda,March,2024,Maize,,2024-03-31
Machinga,Bazale,Balaka,Balaka,March,2024,Maize,800.515,2024-03-31
Machinga,Chikweo,Machinga,Ntaja,March,2024,Maize,,2024-03-31
Machinga,Mpiya,Machinga,Namwera,March,2024,Maize,737.5,2024-03-31
Machinga,Mbwadzulu,Mangochi,Monkey Bay,March,2024,Maize,750.0,2024-03-31
Machinga,Nasenga,Mangochi,Mangochi,March,2024,Maize,775.0,2024-03-31
Machinga,Mtubwi,Machinga,Liwonde,March,2024,Maize,810.985,2024-03-31
Machinga,Mpokwa,Zomba,Jali,March,2024,Maize,,2024-03-31
Machinga,Ngwelero,Zomba,Mayaka,March,2024,Maize,,2024-03-31
Machinga,Thondwe,Zomba,Zomba,March,2024,Maize,,2024-03-31
Machinga,Thondwe,Zomba,Thondwe,March,2024,Maize,,2024-03-31
Blantyre,Mbulumbuzi,Chiradzulu,Chiradzulu,March,2024,Maize,775.1725,2024-03-31
Blantyre,Lunzu,Blantyre,Lunzu,March,2024,Maize,,2024-03-31
Blantyre,Mtonda,Blantyre,Limbe,March,2024,Maize,800.63,2024-03-31
Blantyre,Dwale,Thyolo,Bvumbwe,March,2024,Maize,633.4333333,2024-03-31
Blantyre,Nkhonjeni,Thyolo,Luncheza,March,2024,Maize,750.0,2024-03-31
Blantyre,Mwanza,Mwanza,Mwanza,March,2024,Maize,850.0,2024-03-31
Blantyre,Neno,Neno,Neno,March,2024,Maize,802.5,2024-03-31
Blantyre,Nkhulambe,Phalombe,Chiringa,March,2024,Maize,,2024-03-31
Blantyre,Naminjiwa,Phalombe,Phalombe,March,2024,Maize,,2024-03-31
Blantyre,Milonde,Mulanje,Muloza,March,2024,Maize,630.6475,2024-03-31
Shirevalley,Mitole,Chikwawa,Chikhwawa,March,2024,Maize,762.835,2024-03-31
Shirevalley,Mikalango,Chikwawa,Ngabu,March,2024,Maize,775.3275,2024-03-31
Shirevalley,Mbewe,Chikwawa,Nchalo,March,2024,Maize,753.4316667,2024-03-31
Shirevalley,Magoti,Nsanje,Bangula,March,2024,Maize,877.575,2024-03-31
Shirevalley,Zunde,Nsanje,Nsanje,March,2024,Maize,585.1225,2024-03-31
Karonga,Misuku,Chitipa,Misuku,April,2024,Maize,414.39,2024-04-30
Karonga,Kavukuku,Chitipa,Nthalire,April,2024,Maize,,2024-04-30
Karonga,Lufita,Chitipa,Chitipa,April,2024,Maize,,2024-04-30
Karonga,Mpata,Karonga,Karonga,April,2024,Maize,,2024-04-30
Karonga,Vinthukutu,Karonga,Chilumba,April,2024,Maize,565.81,2024-04-30
Mzuzu,Bolero,Rumphi,Rumphi,April,2024,Maize,,2024-04-30
Mzuzu,Katowo,Rumphi,Hewe,April,2024,Maize,,2024-04-30
Mzuzu,Emsizini,Mzimba,Mzuzu,April,2024,Maize,,2024-04-30
Mzuzu,Kazomba,Mzimba,Mzimba,April,2024,Maize,681.9475,2024-04-30
Mzuzu,Mbawa,Mzimba,Embangweni,April,2024,Maize,,2024-04-30
Mzuzu,Champhira,Mzimba,Jenda,April,2024,Maize,,2024-04-30
Mzuzu,Mpamba,Nkhata,Mpamba,April,2024,Maize,,2024-04-30
Mzuzu,Nkhata Bay,Nkhata,Nkhata Bay,April,2024,Maize,722.2825,2024-04-30
Mzuzu,Chintheche,Nkhata,Chintheche,April,2024,Maize,666.7075,2024-04-30
Salima,Nkhunga,Nkhotakota,Dwangwa,April,2024,Maize,600.0,2024-04-30
Salima,Linga,Nkhotakota,Nkhotakota,April,2024,Maize,,2024-04-30
Salima,Mwansambo,Nkhotakota,Mwansambo,April,2024,Maize,,2024-04-30
Salima,Tembwe,Salima,Salima,April,2024,Maize,700.0,2024-04-30
Kasungu,Chikwatula,Ntchisi,Ntchisi,April,2024,Maize,,2024-04-30
Kasungu,Malomo,Ntchisi,Malomo,April,2024,Maize,,2024-04-30
Kasungu,Nachisaka,Dowa,Dowa,April,2024,Maize,650.0,2024-04-30
Kasungu,Mponela,Dowa,Mponela,April,2024,Maize,,2024-04-30
Kasungu,Madisi,Dowa,Madisi,April,2024,Maize,,2024-04-30
Kasungu,Bowe,Dowa,Bowe,April,2024,Maize,322.5,2024-04-30
Kasungu,Nambuma,Dowa,Nambuma,April,2024,Maize,,2024-04-30
Kasungu,Santhe,Kasungu,Santhe,April,2024,Maize,,2024-04-30
Kasungu,Chipala,Kasungu,Kasungu,April,2024,Maize,,2024-04-30
Kasungu,Chamama,Kasungu,Chamama,April,2024,Maize,,2024-04-30
Kasungu,Kaluluma,Kasungu,Nkhamenya,April,2024,Maize,,2024-04-30
Kasungu,Kaluluma,Kasungu,Chatoloma,April,2024,Maize,,2024-04-30
Kasungu,Mkanda,Mchinji,Mkanda,April,2024,Maize,,2024-04-30
Kasungu,Zulu,Mchinji,Mchinji,April,2024,Maize,,2024-04-30
Lilongwe,Chilaza,Lilongwe,Msundwe,April,2024,Maize,,2024-04-30
Lilongwe,Demera,Lilongwe,Kasiya,April,2024,Maize,437.5,2024-04-30
Lilongwe,Chitsime,Lilongwe,Lilongwe,April,2024,Maize,600.0,2024-04-30
Lilongwe,Mitundu,Lilongwe,Mitundu,April,2024,Maize,627.78,2024-04-30
Lilongwe,Chitsime,Lilongwe,Nanjiri,April,2024,Maize,650.0,2024-04-30
Lilongwe,Chitekwere,Lilongwe,Nkhoma,April,2024,Maize,600.0,2024-04-30
Lilongwe,Lobi,Dedza,Thete,April,2024,Maize,,2024-04-30
Lilongwe,Mtakataka,Dedza,Mtakataka,April,2024,Maize,,2024-04-30
Lilongwe,Linthipe,Dedza,Chimbiya,April,2024,Maize,542.7125,2024-04-30
Lilongwe,Bembeke,Dedza,Bembeke Turn off,April,2024,Maize,,2024-04-30
Lilongwe,Njolomole,Ntcheu,Lizulu,April,2024,Maize,998.26,2024-04-30
Lilongwe,Sharpevale,Ntcheu,Sharpevaley,April,2024,Maize,,2024-04-30
Lilongwe,Tsangano,Ntcheu,Tsangano Turn off,April,2024,Maize,,2024-04-30
Lilongwe,Nsipe,Ntcheu,Ntcheu,April,2024,Maize,,2024-04-30
Lilongwe,Manjawira,Ntcheu,Ntonda,April,2024,Maize,,2024-04-30
Machinga,Bazale,Balaka,Balaka,April,2024,Maize,757.7975,2024-04-30
Machinga,Chikweo,Machinga,Ntaja,April,2024,Maize,,2024-04-30
Machinga,Mpiya,Machinga,Namwera,April,2024,Maize,,2024-04-30
Machinga,Mbwadzulu,Mangochi,Monkey Bay,April,2024,Maize,,2024-04-30
Machinga,Nasenga,Mangochi,Mangochi,April,2024,Maize,800.0,2024-04-30
Machinga,Mtubwi,Machinga,Liwonde,April,2024,Maize,,2024-04-30
Machinga,Mpokwa,Zomba,Jali,April,2024,Maize,,2024-04-30
Machinga,Ngwelero,Zomba,Mayaka,April,2024,Maize,,2024-04-30
Machinga,Thondwe,Zomba,Zomba,April,2024,Maize,,2024-04-30
Machinga,Thondwe,Zomba,Thondwe,April,2024,Maize,,2024-04-30
Blantyre,Mbulumbuzi,Chiradzulu,Chiradzulu,April,2024,Maize,587.5,2024-04-30
Blantyre,Lunzu,Blantyre,Lunzu,April,2024,Maize,998.26,2024-04-30
Blantyre,Mtonda,Blantyre,Limbe,April,2024,Maize,,2024-04-30
Blantyre,Dwale,Thyolo,Bvumbwe,April,2024,Maize,1933.33,2024-04-30
Blantyre,Nkhonjeni,Thyolo,Luncheza,April,2024,Maize,850.0,2024-04-30
Blantyre,Mwanza,Mwanza,Mwanza,April,2024,Maize,700.0,2024-04-30
Blantyre,Neno,Neno,Neno,April,2024,Maize,637.5,2024-04-30
Blantyre,Nkhulambe,Phalombe,Chiringa,April,2024,Maize,,2024-04-30
Blantyre,Naminjiwa,Phalombe,Phalombe,April,2024,Maize,,2024-04-30
Blantyre,Milonde,Mulanje,Muloza,April,2024,Maize,570.93,2024-04-30
Shirevalley,Mitole,Chikwawa,Chikhwawa,April,2024,Maize,662.595,2024-04-30
Shirevalley,Mikalango,Chikwawa,Ngabu,April,2024,Maize,662.595,2024-04-30
Shirevalley,Mbewe,Chikwawa,Nchalo,April,2024,Maize,675.0875,2024-04-30
Shirevalley,Magoti,Nsanje,Bangula,April,2024,Maize,653.1925,2024-04-30
Shirevalley,Zunde,Nsanje,Nsanje,April,2024,Maize,,2024-04-30
Karonga,Misuku,Chitipa,Misuku,May,2024,Maize,,2024-05-31
Karonga,Kavukuku,Chitipa,Nthalire,May,2024,Maize,,2024-05-31
Karonga,Lufita,Chitipa,Chitipa,May,2024,Maize,,2024-05-31
Karonga,Mpata,Karonga,Karonga,May,2024,Maize,473.6,2024-05-31
Karonga,Vinthukutu,Karonga,Chilumba,May,2024,Maize,575.635,2024-05-31
Mzuzu,Bolero,Rumphi,Rumphi,May,2024,Maize,764.445,2024-05-31
Mzuzu,Katowo,Rumphi,Hewe,May,2024,Maize,,2024-05-31
Mzuzu,Emsizini,Mzimba,Mzuzu,May,2024,Maize,,2024-05-31
Mzuzu,Kazomba,Mzimba,Mzimba,May,2024,Maize,500.4625,2024-05-31
Mzuzu,Mbawa,Mzimba,Embangweni,May,2024,Maize,,2024-05-31
Mzuzu,Champhira,Mzimba,Jenda,May,2024,Maize,,2024-05-31
Mzuzu,Mpamba,Nkhata,Mpamba,May,2024,Maize,,2024-05-31
Mzuzu,Nkhata Bay,Nkhata,Nkhata Bay,May,2024,Maize,722.3775,2024-05-31
Mzuzu,Chintheche,Nkhata,Chintheche,May,2024,Maize,604.4225,2024-05-31
Salima,Nkhunga,Nkhotakota,Dwangwa,May,2024,Maize,720.4825,2024-05-31
Salima,Linga,Nkhotakota,Nkhotakota,May,2024,Maize,700.0,2024-05-31
Salima,Mwansambo,Nkhotakota,Mwansambo,May,2024,Maize,562.5,2024-05-31
Salima,Tembwe,Salima,Salima,May,2024,Maize,,2024-05-31
Kasungu,Chikwatula,Ntchisi,Ntchisi,May,2024,Maize,,2024-05-31
Kasungu,Malomo,Ntchisi,Malomo,May,2024,Maize,,2024-05-31
Kasungu,Nachisaka,Dowa,Dowa,May,2024,Maize,562.5,2024-05-31
Kasungu,Mponela,Dowa,Mponela,May,2024,Maize,,2024-05-31
Kasungu,Madisi,Dowa,Madisi,May,2024,Maize,,2024-05-31
Kasungu,Bowe,Dowa,Bowe,May,2024,Maize,,2024-05-31
Kasungu,Nambuma,Dowa,Nambuma,May,2024,Maize,622.5,2024-05-31
Kasungu,Santhe,Kasungu,Santhe,May,2024,Maize,650.0,2024-05-31
Kasungu,Chipala,Kasungu,Kasungu,May,2024,Maize,650.0,2024-05-31
Kasungu,Chamama,Kasungu,Chamama,May,2024,Maize,597.5,2024-05-31
Kasungu,Kaluluma,Kasungu,Nkhamenya,May,2024,Maize,550.0,2024-05-31
Kasungu,Kaluluma,Kasungu,Chatoloma,May,2024,Maize,647.43,2024-05-31
Kasungu,Mkanda,Mchinji,Mkanda,May,2024,Maize,,2024-05-31
Kasungu,Zulu,Mchinji,Mchinji,May,2024,Maize,600.0,2024-05-31
Lilongwe,Chilaza,Lilongwe,Msundwe,May,2024,Maize,,2024-05-31
Lilongwe,Demera,Lilongwe,Kasiya,May,2024,Maize,,2024-05-31
Lilongwe,Chitsime,Lilongwe,Lilongwe,May,2024,Maize,,2024-05-31
